Minnesota,10,50,45,3,20-Jun,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,44,48,4,30-Jun,,,,,11,,,Rasmussen
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-Jun,,,5,,,,,Zogby
New Hampshire,4,46,43,2,20-Jun,,,4,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,50,43,1,20-Jun,,5,,,,,,Zogby
New York,31,55,36,1,14-Jun,31,,,,,,,Quinnipiac Univ.
North Carolina,15,42,49,,30-Jun,,,,,,15,,Rasmussen
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,45,44,3,23-Jun,,,20,,,,,American Res.&Fox
Oklahoma,7,34,53,,19-May,,,,,,,7,Wilson Research
Oregon,7,51,44,1,20-Jun,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,23-Jun,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,29-Jun,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,39,57,1,20-Jun,,,,,,,11,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,47,3,31-May,,,,,13,,,Rasmussen
Washington,11,49,41,4,28-Jun,,11,,,,,,Fairbank-Maslin
West Virginia,5,43,49,1,20-Jun,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,23-Jun,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,35,47,2,27-Jun,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,20-Jun,,,6,,,,,Zogby
California,55,52,38,,30-Jun,55,,,,,,,Rasmussen
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,43,,30-Jun,,27,,,,,,Rasmussen
Georgia,15,32,49,3,2-Jun,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,52,39,1,9-Jun,21,,,,,,,Survey USA
Indiana,11,36,52,,24-Jun,,,,,,,11,Bellwether
Iowa,7,48,44,3,30-Jun,,,7,,,,,Rasmussen
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,52,38,,9-Jun,10,,,,,,,Gonzales Res.
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,49,44,,8-Jul,,17,,,,,,American Res&EPIC
Minnesota,10,50,45,3,20-Jun,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,46,48,4,8-Jul,,,,,11,,,Survey USA
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-Jun,,,5,,,,,Zogby
New Hampshire,4,46,43,2,20-Jun,,,4,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,8-Jul,,5,,,,,,American Research
New York,31,55,36,1,14-Jun,31,,,,,,,Quinnipiac Univ.
North Carolina,15,42,49,,30-Jun,,,,,,15,,Rasmussen
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,44,48,,30-Jun,,,,,20,,,Rasmussen
Oklahoma,7,34,53,,19-May,,,,,,,7,Wilson Research
Oregon,7,51,44,1,20-Jun,,7,,,,,,Zogby
Pennsylvania,21,48,43,2,23-Jun,,21,,,,,,Rasmussen
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,29-Jun,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,39,57,1,20-Jun,,,,,,,11,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,49,41,4,28-Jun,,11,,,,,,Fairbank-Maslin
West Virginia,5,43,49,1,20-Jun,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,23-Jun,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,35,47,2,27-Jun,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,20-Jun,,,6,,,,,Zogby
California,55,52,38,,30-Jun,55,,,,,,,Rasmussen
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,43,,30-Jun,,27,,,,,,Rasmussen
Georgia,15,32,49,3,2-Jun,,,,,,,15,Inside Advantage
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,52,39,1,9-Jun,21,,,,,,,Survey USA
Indiana,11,36,52,,24-Jun,,,,,,,11,Bellwether
Iowa,7,48,44,3,30-Jun,,,7,,,,,Rasmussen
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,52,38,,9-Jun,10,,,,,,,Gonzales Res.
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,49,44,,8-Jul,,17,,,,,,American Res&EPIC
Minnesota,10,50,45,3,20-Jun,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,46,48,4,8-Jul,,,,,11,,,Survey USA
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-Jun,,,5,,,,,Zogby
New Hampshire,4,46,43,2,20-Jun,,,4,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,8-Jul,,5,,,,,,American Research
New York,31,55,36,1,14-Jun,31,,,,,,,Quinnipiac Univ.
North Carolina,15,42,49,,30-Jun,,,,,,15,,Rasmussen
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,44,48,,30-Jun,,,,,20,,,Rasmussen
Oklahoma,7,34,53,,19-May,,,,,,,7,Wilson Research
Oregon,7,51,44,1,20-Jun,,7,,,,,,Zogby
Pennsylvania,21,48,43,2,23-Jun,,21,,,,,,Rasmussen
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,29-Jun,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,39,57,1,20-Jun,,,,,,,11,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,49,41,4,28-Jun,,11,,,,,,Fairbank-Maslin
West Virginia,5,43,49,1,20-Jun,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,23-Jun,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,35,47,2,27-Jun,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,20-Jun,,,6,,,,,Zogby
California,55,46,38,7,2-Jul,,55,,,,,,San Jose State Univ.
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,43,,30-Jun,,27,,,,,,Rasmussen
Georgia,15,41,52,,30-Jun,,,,,,,15,Rasmussen
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,53,37,1,30-Jun,21,,,,,,,Rasmussen
Indiana,11,36,52,,24-Jun,,,,,,,11,Bellwether
Iowa,7,48,44,3,30-Jun,,,7,,,,,Rasmussen
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,52,38,,9-Jun,10,,,,,,,Gonzales Res.
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,49,44,,8-Jul,,17,,,,,,American Res&EPIC
Minnesota,10,50,45,3,20-Jun,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,46,48,4,8-Jul,,,,,11,,,Survey USA
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-Jun,,,5,,,,,Zogby
New Hampshire,4,46,43,2,20-Jun,,,4,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,8-Jul,,5,,,,,,American Research
New York,31,55,36,1,14-Jun,31,,,,,,,Quinnipiac Univ.
North Carolina,15,42,49,,30-Jun,,,,,,15,,Rasmussen
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,44,48,,30-Jun,,,,,20,,,Rasmussen
Oklahoma,7,34,53,,19-May,,,,,,,7,Wilson Research
Oregon,7,51,44,1,20-Jun,,7,,,,,,Zogby
Pennsylvania,21,48,43,2,23-Jun,,21,,,,,,Rasmussen
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,29-Jun,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,39,57,1,20-Jun,,,,,,,11,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,49,41,4,28-Jun,,11,,,,,,Fairbank-Maslin
West Virginia,5,43,49,1,20-Jun,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,23-Jun,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,35,47,2,27-Jun,,,,,,,10,Arizona State Univ.
Arkansas,6,47,45,2,20-Jun,,,6,,,,,Zogby
California,55,46,38,7,2-Jul,,55,,,,,,San Jose State Univ.
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,48,43,,30-Jun,,27,,,,,,Rasmussen
Georgia,15,41,52,,30-Jun,,,,,,,15,Rasmussen
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,53,37,1,30-Jun,21,,,,,,,Rasmussen
Indiana,11,36,52,,24-Jun,,,,,,,11,Bellwether
Iowa,7,48,44,3,30-Jun,,,7,,,,,Rasmussen
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,53,39,,30-Jun,10,,,,,,,Rasmussen
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,49,44,,8-Jul,,17,,,,,,American Res&EPIC
Minnesota,10,50,45,3,20-Jun,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,46,48,4,8-Jul,,,,,11,,,Survey USA
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-Jun,,,5,,,,,Zogby
New Hampshire,4,46,43,2,20-Jun,,,4,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,8-Jul,,5,,,,,,American Research
New York,31,58,30,,30-Jun,31,,,,,,,Rasmussen
North Carolina,15,42,49,,30-Jun,,,,,,15,,Rasmussen
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,44,48,,30-Jun,,,,,20,,,Rasmussen
Oklahoma,7,31,63,,30-Jun,,,,,,,7,Rasmussen
Oregon,7,51,44,1,20-Jun,,7,,,,,,Zogby
Pennsylvania,21,48,43,2,30-Jun,,21,,,,,,Rasmussen
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,40,55,,29-Jun,,,,,,,8,Public Opin. Strat.
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,39,57,1,20-Jun,,,,,,,11,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,49,41,4,28-Jun,,11,,,,,,Fairbank-Maslin
West Virginia,5,43,49,1,20-Jun,,,,,,5,,American Res. Group
Wisconsin,10,42,46,1,23-Jun,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,35,47,2,27-Jun,,,,,,,10,Arizona State Univ.
Arkansas,6,45,47,4,10-Jul,,,,,6,,,Zogby
California,55,46,38,7,2-Jul,,55,,,,,,San Jose State Univ.
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,47,44,,11-Jul,,,27,,,,,Survey USA
Georgia,15,41,52,,30-Jun,,,,,,,15,Rasmussen
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,53,37,1,30-Jun,21,,,,,,,Rasmussen
Indiana,11,36,52,,24-Jun,,,,,,,11,Bellwether
Iowa,7,48,47,2,10-Jul,,,7,,,,,Zogby
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,53,39,,30-Jun,10,,,,,,,Rasmussen
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,50,44,2,10-Jul,,17,,,,,,Zogby
Minnesota,10,49,44,2,10-Jul,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,50,47,1,10-Jul,,,11,,,,,Zogby
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,43,45,6,10-Jul,,,,,5,,,Zogby
New Hampshire,4,49,40,1,10-Jul,,4,,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,10-Jul,,5,,,,,,Zogby
New York,31,58,30,,30-Jun,31,,,,,,,Rasmussen
North Carolina,15,41,56,1,11-Jul,,,,,,,15,Gallup
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,48,1,10-Jul,,,20,,,,,Zogby
Oklahoma,7,31,63,,30-Jun,,,,,,,7,Rasmussen
Oregon,7,52,42,2,10-Jul,7,,,,,,,Zogby
Pennsylvania,21,52,45,1,10-Jul,,21,,,,,,Zogby
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,44,51,,12-Jul,,,,,,8,,Survey USA
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,48,48,1,10-Jul,,,,11,,,,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,53,44,1,10-Jul,,11,,,,,,Zogby
West Virginia,5,43,51,1,10-Jul,,,,,,5,,Zogby
Wisconsin,10,53,44,1,10-Jul,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,35,47,2,27-Jun,,,,,,,10,Arizona State Univ.
Arkansas,6,45,47,4,10-Jul,,,,,6,,,Zogby
California,55,46,38,7,2-Jul,,55,,,,,,San Jose State Univ.
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,47,44,,11-Jul,,,27,,,,,Survey USA
Georgia,15,41,52,,30-Jun,,,,,,,15,Rasmussen
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,53,37,1,30-Jun,21,,,,,,,Rasmussen
Indiana,11,36,52,,24-Jun,,,,,,,11,Bellwether
Iowa,7,48,47,2,10-Jul,,,7,,,,,Zogby
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,53,39,,30-Jun,10,,,,,,,Rasmussen
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,50,44,2,10-Jul,,17,,,,,,Zogby
Minnesota,10,49,44,2,10-Jul,,10,,,,,,Zogby
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,50,47,1,10-Jul,,,11,,,,,Zogby
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,43,45,6,10-Jul,,,,,5,,,Zogby
New Hampshire,4,49,40,1,10-Jul,,4,,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,10-Jul,,5,,,,,,Zogby
New York,31,58,30,,30-Jun,31,,,,,,,Rasmussen
North Carolina,15,41,56,1,11-Jul,,,,,,,15,Gallup
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,48,1,10-Jul,,,20,,,,,Zogby
Oklahoma,7,31,63,,30-Jun,,,,,,,7,Rasmussen
Oregon,7,52,42,2,10-Jul,7,,,,,,,Zogby
Pennsylvania,21,52,45,1,10-Jul,,21,,,,,,Zogby
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,44,51,,12-Jul,,,,,,8,,Survey USA
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,48,48,1,10-Jul,,,,11,,,,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,53,44,1,10-Jul,,11,,,,,,Zogby
West Virginia,5,43,51,1,10-Jul,,,,,,5,,Zogby
Wisconsin,10,53,44,1,10-Jul,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,36,48,,14-Jul,,,,,,,10,Survey USA
Arkansas,6,45,47,4,10-Jul,,,,,6,,,Zogby
California,55,46,38,7,2-Jul,,55,,,,,,San Jose State Univ.
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,47,44,,11-Jul,,,27,,,,,Survey USA
Georgia,15,41,52,,30-Jun,,,,,,,15,Rasmussen
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,53,37,1,30-Jun,21,,,,,,,Rasmussen
Indiana,11,27,46,,12-Jul,,,,,,,11,Market Research Inf.
Iowa,7,48,44,3,12-Jul,,,7,,,,,Hubert Humphrey Inst
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,53,39,,30-Jun,10,,,,,,,Rasmussen
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,50,44,2,10-Jul,,17,,,,,,Zogby
Minnesota,10,47,44,5,12-Jul,,,10,,,,,Hubert Humphrey Inst
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,50,47,1,10-Jul,,,11,,,,,Zogby
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,43,45,6,10-Jul,,,,,5,,,Zogby
New Hampshire,4,49,40,1,10-Jul,,4,,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,10-Jul,,5,,,,,,Zogby
New York,31,58,30,,30-Jun,31,,,,,,,Rasmussen
North Carolina,15,45,48,1,13-Jul,,,,,15,,,Mason-Dixon
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,48,1,10-Jul,,,20,,,,,Zogby
Oklahoma,7,31,63,,30-Jun,,,,,,,7,Rasmussen
Oregon,7,52,42,2,10-Jul,7,,,,,,,Zogby
Pennsylvania,21,52,45,1,10-Jul,,21,,,,,,Zogby
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,44,51,,12-Jul,,,,,,8,,Survey USA
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,48,48,1,10-Jul,,,,11,,,,Zogby
Texas,34,37,55,4,30-Jun,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,50,,8-Jul,,,,,,13,,Survey USA
Washington,11,53,44,1,10-Jul,,11,,,,,,Zogby
West Virginia,5,43,51,1,10-Jul,,,,,,5,,Zogby
Wisconsin,10,45,46,4,12-Jul,,,,,10,,,Hubert Humphrey Inst
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,33,56,5,30-Jun,,,,,,,3,Dittman Research
Arizona,10,36,48,,14-Jul,,,,,,,10,Survey USA
Arkansas,6,45,47,4,10-Jul,,,,,6,,,Zogby
California,55,46,38,7,2-Jul,,55,,,,,,San Jose State Univ.
Colorado,9,43,48,3,18-Jun,,,,,,9,,Mason-Dixon
Connecticut,7,50,32,9,28-Jun,7,,,,,,,Quinnipiac Univ.
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,47,44,3,15-Jul,,,27,,,,,American Res. Group
Georgia,15,41,52,,30-Jun,,,,,,,15,Rasmussen
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,25,55,6,14-Jun,,,,,,,4,Greg Smith
Illinois,21,53,37,1,30-Jun,21,,,,,,,Rasmussen
Indiana,11,27,46,,12-Jul,,,,,,,11,Market Research Inf.
Iowa,7,48,44,3,12-Jul,,,7,,,,,Hubert Humphrey Inst
Kansas,6,36,56,,30-Jun,,,,,,,6,Survey USA
Kentucky,8,39,52,,8-Jun,,,,,,,8,Survey USA
Louisiana,9,42,48,,26-May,,,,,,9,,Market Research
Maine,4,46,45,5,30-Jun,,,4,,,,,Rasmussen
Maryland,10,53,39,,30-Jun,10,,,,,,,Rasmussen
Massachusetts,12,60,31,2,30-Jun,12,,,,,,,Rasmussen
Michigan,17,50,44,2,10-Jul,,17,,,,,,Zogby
Minnesota,10,47,44,5,12-Jul,,,10,,,,,Hubert Humphrey Inst
Mississippi,6,30,61,1,21-Apr,,,,,,,6,MS State Univ.
Missouri,11,50,47,1,10-Jul,,,11,,,,,Zogby
Montana,3,33,53,6,26-May,,,,,,,3,Mason-Dixon
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,43,45,6,10-Jul,,,,,5,,,Zogby
New Hampshire,4,49,40,1,10-Jul,,4,,,,,,Zogby
New Jersey,15,51,41,3,30-Jun,15,,,,,,,Rasmussen
New Mexico,5,49,42,3,10-Jul,,5,,,,,,Zogby
New York,31,58,30,,30-Jun,31,,,,,,,Rasmussen
North Carolina,15,44,49,,14-Jul,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,48,1,10-Jul,,,20,,,,,Zogby
Oklahoma,7,31,63,,30-Jun,,,,,,,7,Rasmussen
Oregon,7,52,42,2,10-Jul,7,,,,,,,Zogby
Pennsylvania,21,52,45,1,10-Jul,,21,,,,,,Zogby
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,44,51,,12-Jul,,,,,,8,,Survey USA
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
