New York,31,55,36,1,14-Jun,31,,,,,,,Quinnipiac Univ.
North Carolina,15,40,46,4,16-Jun,,,,,,15,,Research 2000
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,43,2,23-Jun,,20,,,,,,American Res. Group
Oklahoma,7,34,53,,19-May,,,,,,,7,Wilson Research
Oregon,7,51,44,1,20-Jun,,7,,,,,,Zogby
Pennsylvania,21,43,45,2,23-Jun,,,,,21,,,Quinnipiac & Fox
Rhode Island,4,49,25,5,14-Jun,4,,,,,,,Brown Univ.
South Carolina,8,39,49,3,31-May,,,,,,,8,Rasmussen
South Dakota,3,35,51,4,21-May,,,,,,,3,Zogby
Tennessee,11,39,57,1,20-Jun,,,,,,,11,Zogby
Texas,34,38,58,3,31-May,,,,,,,34,Rasmussen
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Research 2000
Virginia,13,45,47,3,31-May,,,,,13,,,Rasmussen
Washington,11,52,45,1,20-Jun,,11,,,,,,Zogby
West Virginia,5,43,49,1,20-Jun,,,,,,5,,Zogby
Wisconsin,10,42,46,1,23-Jun,,,,,10,,,Badger
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,37,45,7,5-May,,,,,,10,,Rocky Mountain 
Arkansas,6,43,51,7,3-Mar,,,,,,6,,PollingReport.com
California,55,49,39,6,6-Apr,55,,,,,,,Hedgehog
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,46,47,3,19-May,,,,,27,,,PollingReport.com
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,47,46,3,21-Apr,,,7,,,,,American Res. Group
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,40,52,,11-May,,,,,,,8,PollingReport.com
Louisiana,9,38,52,2,29-Mar,,,,,,,9,Harris Deville
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,40,44,2,12-May,,,,,17,,,PollingReport.com
Minnesota,10,50,38,2,31-Mar,10,,,,,,,PollingReport.com
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,39,50,5,23-Mar,,,,,,,11,Hedgehog
Montana,3,26,58,, Dec 10,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,38,49,4,4-Mar,,,,,,,5,PollingReport.com
New Hampshire,4,49,45,2,26-Apr,,,4,,,,,PollingReport.com
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,46,45,3,1-Apr,,,5,,,,,PollingReport.com
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,4-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,42,2,12-May,,20,,,,,,PollingReport.com
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,47,45,3,14-May,,,7,,,,,PollingReport.com
Pennsylvania,21,48,43,3,14-May,,21,,,,,,PollingReport.com
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,34,48,6,21-May,,,,,,,3,PollingReport.com
Tennessee,11,41,52,,22-Mar,,,,,,,11,Hedgehog
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,45,41,,3-Apr,,,11,,,,,PollingReport.com
West Virginia,5,45,49,,29-Apr,,,,,5,,,PollingReport.com
Wisconsin,10,38,50,6,28-Apr,,,,,,,10,PollingReport.com
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,37,45,7,5-May,,,,,,10,,Rocky Mountain
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,49,39,6,6-Apr,55,,,,,,,Hedgehog
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,89,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,45,50,1,23-May,,,,,,7,,Zogby
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,40,52,,11-May,,,,,,,8,PollingReport.com
Louisiana,9,38,52,2,29-Mar,,,,,,,9,Harris Deville
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,51,42,3,23-May,,10,,,,,,Zogby
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,26,58,, Dec 10,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,4-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,45,1,23-May,,,20,,,,,Zogby
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Zogby
Pennsylvania,21,51,43,2,23-May,,21,,,,,,Zogby
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,38,43,2,23-May,,,,,,10,,Arizona State Univ.
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,51,39,4,24-May,55,,,,,,,PollingReport.com
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,89,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,45,50,1,23-May,,,,,,7,,Zogby
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,43,49,,20-May,,,,,,8,,PollingReport.com
Louisiana,9,38,52,2,29-Mar,,,,,,,9,Harris Deville
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,51,42,3,23-May,,10,,,,,,Zogby
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,26,58,, Dec 10,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,17-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,45,1,23-May,,,20,,,,,Zogby
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Hedgehog
Pennsylvania,21,51,43,2,23-May,,21,,,,,,Zogby
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,38,43,2,23-May,,,,,,10,,Arizona State Univ.
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,51,39,4,24-May,55,,,,,,,PollingReport.com
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,46,42,3,25-May,,,7,,,,,Research 2000
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,43,49,,20-May,,,,,,8,,PollingReport.com
Louisiana,9,38,52,2,29-Mar,,,,,,,9,Harris Deville
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,51,42,3,23-May,,10,,,,,,Zogby
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,26,58,, Dec 10,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,17-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,45,1,23-May,,,20,,,,,Zogby
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Zogby
Pennsylvania,21,44,41,6,25-May,,,21,,,,,PollingReport.com
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,38,43,2,23-May,,,,,,10,,Arizona State Univ.
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,51,39,4,24-May,55,,,,,,,PollingReport.com
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,46,42,3,25-May,,,7,,,,,Research 2000
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,43,49,,20-May,,,,,,8,,PollingReport.com
Louisiana,9,29,48,,25-May,,,,,,,9,Market Research
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,51,42,3,23-May,,10,,,,,,Zogby
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,26,58,, Dec 10,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,17-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,45,1,23-May,,,20,,,,,Zogby
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Zogby
Pennsylvania,21,44,41,6,25-May,,,21,,,,,PollingReport.com
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,38,43,2,23-May,,,,,,10,,Arizona State Univ.
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,51,39,4,24-May,55,,,,,,,PollingReport.com
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,46,42,3,25-May,,,7,,,,,Research 2000
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,43,49,,20-May,,,,,,8,,PollingReport.com
Louisiana,9,29,48,,25-May,,,,,,,9,Market Research
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,51,42,3,23-May,,10,,,,,,Zogby
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,26,58,, Dec 10,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,17-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,49,45,1,23-May,,,20,,,,,Zogby
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Zogby
Pennsylvania,21,44,41,6,25-May,,,21,,,,,PollingReport.com
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,2000 Election
Arizona,10,38,43,2,23-May,,,,,,10,,Arizona State Univ.
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,51,39,4,24-May,55,,,,,,,PollingReport.com
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,46,41,8,12-May,,21,,,,,,Hedgehog
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,46,42,3,25-May,,,7,,,,,Research 2000
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,43,49,,20-May,,,,,,8,,PollingReport.com
Louisiana,9,29,48,,25-May,,,,,,,9,Market Research
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,51,42,3,23-May,,10,,,,,,Zogby
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,33,53,6,26-May,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,17-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,41,47,1,25-May,,,,,,20,,PollingReport.com
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Zogby
Pennsylvania,21,44,41,6,25-May,,,21,,,,,PollingReport.com
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,28,59,10,(none),,,,,,,3,Arizona State Univ.
Arizona,10,38,43,2,23-May,,,,,,10,,Hedgehog
Arkansas,6,45,49,1,23-May,,,,,6,,,Zogby
California,55,51,39,4,24-May,55,,,,,,,PollingReport.com
Colorado,9,40,49,4,27-Apr,,,,,,9,,PollingReport.com
Connecticut,7,51,33,4,27-Apr,7,,,,,,,Univ. of Connecticut
Delaware,3,55,42,3,(none),3,,,,,,,2000 Election
D.C.,3,86,9,5,(none),3,,,,,,,2000 Election
Florida,27,49,48,1,23-May,,,27,,,,,Zogby
Georgia,15,44,47,1,9-Feb,,,,,15,,,Shapiro Res. Group
Hawaii,4,56,37,6,(none),4,,,,,,,2000 Election
Idaho,4,28,67,2,(none),,,,,,,4,2000 Election
Illinois,21,54,38,1,24-May,21,,,,,,,Survey USA
Indiana,11,33,54,6,23-May,,,,,,,11,PollingReport.com
Iowa,7,46,42,3,25-May,,,7,,,,,Research 2000
Kansas,6,39,57,,4-Mar,,,,,,,6,Hedgehog
Kentucky,8,43,49,,20-May,,,,,,8,,PollingReport.com
Louisiana,9,29,48,,25-May,,,,,,,9,M
Maine,4,51,38,4,3-Mar,4,,,,,,,PollingReport.com
Maryland,10,48,43,,24-Mar,,10,,,,,,PollingReport.com
Massachusetts,12,54,30,5,6-May,12,,,,,,,PollingReport.com
Michigan,17,50,41,2,23-May,,17,,,,,,Zogby
Minnesota,10,44,41,2,26-May,,,10,,,,,PollingReport.com
Mississippi,6,41,58,1,(none),,,,,,,6,2000 Election
Missouri,11,47,44,2,23-May,,,11,,,,,Zogby
Montana,3,33,53,6,26-May,,,,,,,3,PollingReport.com
Nebraska,5,33,62,4,(none),,,,,,,5,2000 Election
Nevada,5,47,44,3,23-May,,,5,,,,,Zogby
New Hampshire,4,50,40,2,23-May,4,,,,,,,Zogby
New Jersey,15,46,43,5,16-May,,,15,,,,,PollingReport.com
New Mexico,5,48,43,3,23-May,,5,,,,,,Zogby
New York,31,51,32,1,22-Apr,31,,,,,,,PollingReport.com
North Carolina,15,41,48,3,17-May,,,,,,15,,PollingReport.com
North Dakota,3,33,61,3,(none),,,,,,,3,2000 Election
Ohio,20,41,47,1,25-May,,,,,,20,,PollingReport.com
Oklahoma,7,34,53,,19-May,,,,,,,7,Hedgehog
Oregon,7,50,44,3,23-May,,7,,,,,,Zogby
Pennsylvania,21,44,41,6,25-May,,,21,,,,,PollingReport.com
Rhode Island,4,53,31,,4-Feb,4,,,,,,,PollingReport.com
South Carolina,8,43,45,,4-Jan,,,,,8,,,PollingReport.com
South Dakota,3,35,51,4,21-May,,,,,,,3,PollingReport.com
Tennessee,11,47,49,1,23-May,,,,,11,,,Zogby
Texas,34,29,58,,15-May,,,,,,,34,PollingReport.com
Utah,5,22,67,3,13-May,,,,,,,5,Dan Jones
Vermont,3,51,36,4,5-May,3,,,,,,,Hedgehog
Virginia,13,33,51,,3-Nov,,,,,,,13,PollingReport.com
Washington,11,53,44,1,23-May,,11,,,,,,Zogby
West Virginia,5,46,48,2,23-May,,,,,5,,,Zogby
Wisconsin,10,52,44,1,23-May,,10,,,,,,Zogby
Wyoming,3,28,68,2,(none),,,,,,,3,2000 Election
Alaska,3,30,57,5,11-Sep,,,,,,,3,American Res. Group-3
Arizona,10,41,56,,30-Oct,,,,,,,10,Survey USA-3
Arkansas,6,43,51,,29-Oct,,,,,,6,,Mason-Dixon-4
California,55,49,42,,27-Oct,,55,,,,,,Field Poll-7
Colorado,9,47,48,,31-Oct,,,,,9,,,Zogby-4
Connecticut,7,52,42,3,28-Oct,7,,,,,,,Research 2000-3
Delaware,3,45,38,1,25-Sep,,3,,,,,,West Chester Univ.-4
D.C.,3,78,11,6,13-Sep,3,,,,,,,American Res. Group-3
Florida,27,48,47,,31-Oct,,,27,,,,,Zogby-4
Georgia,15,43,55,,30-Oct,,,,,,,15,Survey USA-3
Hawaii,4,45,46,,20-Oct,,,,,4,,,SMS Research-4
